,gene_category
GKAP1,
GKN1,
GKN2,
GKN3,
GLA,
GLB1,
GLB1L,
GLB1L2,
GLB1L3,
GLCCI1,
GLCE,
GLDC,
GLDN,
GLE1,
GLEPP1,
GLG1,
GLI1,
GLI2,
GLI3,
GLIPR1,
GLIPR1L1,
GLIPR1L2,
GLIPR2,
GLIS1,
GLIS2,
GLIS3,
GLMN,
GLO1,
GLOD4,
GLOD5,
GLP1R,
GLP2R,
GLRA1,
GLRA2,
GLRA3,
GLRA4,
GLRB,
GLRP1,
GLRX,
GLRX2,
GLRX3,
GLRX5,
GLS,
GLS2,
GLT1D1,
GLT25D1,
GLT25D2,
GLT28D2,
GLT6D1,
GLT8D1,
GLT8D2,
GLTP,
GLTPD1,
GLTPD2,
GLTSCR1,
GLTSCR2,
GLUD1,
GLUL,
GLYAT,
GLYATL3,
GLYCAM1,
GLYCTK,
GLYR1,
GM10012,
GM10022,
GM10035,
GM10046,
GM1006,
GM10069,
GM10081,
GM10094,
GM101,
GM10100,
GM10104,
GM10125,
GM10136,
GM10190,
GM10220,
GM10229,
GM10248,
GM10267,
GM1027,
GM10280,
GM10318,
GM10319,
GM10324,
GM10334,
GM10341,
GM10345,
GM10348,
GM10375,
GM10389,
GM10391,
GM10394,
GM10400,
GM10406,
GM10408,
GM10416,
GM10421,
GM10439,
GM1045,
GM10451,
GM10466,
GM10471,
GM10474,
GM10493,
GM10494,
GM10505,
GM10510,
GM10512,
GM10516,
GM10536,
GM10565,
GM10584,
GM106,
GM1060,
GM10636,
GM10638,
GM10639,
GM10649,
GM10653,
GM10662,
GM10670,
GM10680,
GM10684,
GM10696,
GM1070,
GM10731,
GM10754,
GM10767,
GM10768,
GM10778,
GM1078,
GM10789,
GM10790,
GM10818,
GM1082,
GM10823,
GM10825,LPS Response
GM10845,
GM10857,
GM10863,
GM10886,
GM10897,
GM10902,
GM10905,
GM10909,
GM10921,
GM10922,
GM10941,
GM1110,
GM11110,
GM11127,
GM11149,
GM11190,
GM11194,
GM11202,
GM11213,
GM1123,
GM11346,
GM1140,
GM1141,
GM11426,
GM11428,
GM11435,LPS Response
GM11437,
GM11468,
GM11487,
GM11517,
GM11529,
GM11541,
GM11545,
GM11554,
GM11559,
GM11562,
GM11563,
GM11564,
GM11565,
GM11567,
GM11595,
GM11596,
GM11696,
GM11711,
GM11744,
GM11756,
GM11758,
GM11818,
GM11937,
GM11938,
GM11961,
GM11968,
GM11978,
GM11992,
GM12,
GM12034,
GM12166,
GM12169,
GM12171,
GM12185,LPS Response
GM12216,
GM12238,
GM12250,LPS Response
GM12253,
GM12298,
GM12359,
GM12581,
GM12597,
GM12603,
GM12633,
GM12657,
GM12695,
GM12769,
GM12776,
GM12789,
GM12794,
GM128,
GM12824,
GM12830,
GM12839,
GM12886,
GM12887,
GM12888,
GM129,
GM12942,
GM13011,
GM13023,
GM13040,
GM13043,
GM13051,
GM13078,
GM13083,
GM13084,
GM13088,
GM13089,
GM13101,
GM13102,
GM13103,
GM13109,
GM13119,
GM13124,
GM13125,
GM13128,
GM13138,
GM13139,
GM13154,
GM13157,
GM13177,
GM13178,
GM13199,
GM1322,
GM13235,
GM13242,
GM13251,
GM13253,
GM13271,
GM13275,
GM13276,
GM13280,
GM13285,
GM13287,
GM13298,
GM13305,
GM13308,
GM13315,
GM1332,
GM1337,
GM13375,
GM13476,
GM13498,
GM13547,
GM136,
GM13611,
GM13629,
GM13695,
GM13718,
GM13889,
GM13892,
GM13893,
GM13906,
GM13907,
GM13917,
GM13918,
GM13927,
GM13939,
GM13948,
GM13951,
GM13953,
GM13960,
GM13971,
GM13980,
GM14005,LPS Response
GM14047,LPS Response
GM14085,
GM14090,
GM14092,
GM14124,
GM14137,
GM14139,
GM14151,
GM14160,
GM14164,
GM14207,
GM14296,
GM14308,
GM14316,
GM14326,
GM14346,
GM14347,
GM14351,
GM14374,
GM14378,
GM14391,
GM14403,
GM14420,
GM14434,
GM14435,
GM14446,LPS Response
GM14458,
GM14459,
GM14461,
GM14483,
GM14484,
GM14492,
GM14501,
GM14511,
GM14525,
GM14692,
GM14725,
GM14743,
GM14744,
GM14812,
GM14819,
GM14850,
GM14851,
GM14920,
GM15056,
GM15070,
GM15091,
GM15093,
GM15097,
GM15104,
GM15127,
GM15217,
GM1527,
GM15284,
GM15292,
GM15293,
GM15299,
GM15308,
GM15315,
GM15319,
GM15348,
GM15450,
GM15455,
GM15456,
GM1553,
GM156,
GM1564,
GM15645,
GM1568,
GM1574,
GM15760,
GM15800,
GM1587,
GM16026,
GM1604B,LPS Response
GM16062,
GM16140,
GM16287,
GM1631,
GM16367,
GM16378,
GM16379,
GM16381,
GM16386,
GM16387,
GM16390,
GM16405,
GM16432,
GM16451,
GM16452,
GM16460,
GM16515,
GM16516,
GM16517,
GM16523,
GM16532,
GM166,
GM16602,
GM16603,
GM1661,
GM1673,
GM1679,
GM16809,
GM16837,
GM16979,
GM16980,
GM17006,
GM17019,
GM1943,
GM1965,
GM1966,
GM1968,
GM1973,
GM1987,
GM1993,
GM1995,
GM2012,
GM2016,
GM2022,
GM2030,
GM2049,
GM2058,
GM216,
GM2176,
GM221,
GM2382,
GM239,
GM2506,
GM2518,
GM266,
GM2663,
GM2694,
GM2799,
GM2825,
GM2863,
GM2897,
GM2933,
GM2A,
GM3020,
GM3168,
GM3219,
GM3230,
GM3238,
GM3258,
GM3285,
GM3286,
GM3336,
GM3404,
GM3414,
GM3428,
GM3434,
GM3435,
GM347,
GM3604,
GM362,
GM364,
GM3646,
GM3696,
GM3750,
GM381,
GM382,
GM3833,
GM3852,
GM3867,
GM3985,
GM4013,
GM4027,
GM41,
GM410,
GM4141,
GM4144,
GM4175,
GM4177,
GM4179,
GM4187,
GM428,
GM4297,
GM4301,
GM4302,
GM4307,
GM4340,
GM4349,
GM436,
GM4371,
GM438,
GM44,
GM4461,
GM4489,
GM4498,
GM4532,
GM4535,
GM4541,
GM4566,
GM4598,
GM4710,
GM4736,
GM4745,
GM4759,
GM4763,
GM4769,
GM4787,
GM4792,
GM4794,
GM4814,
GM4832,
GM4841,LPS Response
GM4846,
GM4847,
GM4850,
GM4858,
GM4861,
GM4871,
GM4884,
GM4894,
GM4902,LPS Response
GM4906,
GM4907,
GM4922,
GM4925,
GM4926,
GM4934,
GM4937,
GM4951,LPS Response
GM4952,
GM4956,
GM4971,
GM4975,
GM4980,
GM4981,
GM4983,
GM4984,
GM4987,
GM5,
GM505,
GM5057,
GM5072,
GM5077,
GM5082,
GM5087,
GM5088,
GM5089,
GM5095,
GM5098,
GM5105,
GM5111,
GM5113,
GM5114,
GM5124,
GM5126,
GM5127,
GM5128,
GM5129,
GM5132,
GM5134,
GM5136,
GM514,
GM5142,
GM5148,
GM5150,
GM5151,
GM5156,
GM5166,
GM5168,
GM5169,
GM5177,
GM52,
GM525,
GM527,
GM5294,
GM5334,
GM5346,
GM5347,
GM5382,
GM5409,
GM5414,
GM5415,
GM5416,
GM5431,LPS Response
GM5458,
GM5460,
GM5464,
GM5465,
GM5468,
GM5476,
GM5477,
GM5478,
GM5483,
GM5485,
GM5494,
GM550,
GM5506,
GM5523,
GM5531,
GM5538,
GM5544,
GM5567,
GM5577,
GM5591,
GM5592,
GM5595,
GM561,
GM5615,
GM5617,
GM5622,
GM5631,
GM5634,
GM5635,
GM5640,
GM5647,
GM5662,
GM568,
GM5712,
GM572,
GM5736,
GM5741,
GM5766,
GM5771,
GM5779,
GM5797,
GM5800,
GM5803,
GM581,
GM5820,
GM5840,
GM5868,
GM5878,
GM5885,
GM5886,
GM5887,
GM590,
GM5901,
GM5916,
GM5918,
GM5934,
GM5935,
GM5936,
GM5938,
GM5941,
GM595,
GM597,
GM600,
GM6026,
GM6034,
GM6040,
GM6042,
GM606,
GM608,
GM6084,
GM6086,
GM609,
GM614,
GM6164,
GM6194,
GM6205,
GM6222,
GM6225,
GM6251,
GM628,
GM6289,
GM6300,
GM6320,
GM6367,
GM6377,LPS Response
GM6402,
GM6406,
GM6460,
GM648,
GM6484,
GM6524,
GM6525,
GM6531,
GM6537,
GM6548,LPS Response
GM6578,
GM6583,
GM6588,
GM6592,
GM6607,
GM6614,
GM6623,
GM6635,
GM6642,
GM6644,LPS Response
GM6654,
GM6676,
GM6683,
GM6696,
GM6710,
GM672,
GM6724,
GM6756,
GM6760,
GM6762,
GM6772,
GM6787,
GM6788,
GM6792,
GM6812,
GM6813,
GM684,
GM6878,
GM6880,
GM6890,
GM6900,
GM6904,LPS Response
GM6924,
GM6927,
GM6938,
GM694,
GM6985,
GM6994,
GM6999,
GM70,
GM7056,
GM7073,
GM7092,
GM71,
GM7102,
GM7104,
GM711,
GM7134,
GM7157,
GM7168,
GM7173,
GM7244,
GM7257,
GM7271,
GM732,
GM7324,
GM7325,
GM7337,
GM7444,
GM7455,
GM749,
GM7534,
GM7550,
GM757,
GM7609,LPS Response
GM7616,
GM765,
GM766,
GM7694,
GM7714,
GM773,
GM7819,
GM7854,
GM7861,
GM7904,
GM7932,
GM806,
GM813,
GM815,
GM8221,LPS Response
GM8234,
GM826,
GM8267,
GM829,
GM8300,
GM833,
GM8369,
GM839,
GM8439,
GM853,
GM8579,
GM8580,
GM8660,
GM8677,
GM8709,
GM8720,
GM8773,LPS Response
GM8787,
GM88,
GM8801,
GM8817,
GM884,
GM8883,
GM8884,
GM889,
GM8898,LPS Response
GM8909,
GM8979,LPS Response
GM8989,
GM8994,
GM9,
GM904,
GM9047,
GM906,
GM9079,
GM9104,
GM9112,
GM9125,
GM9159,
GM9199,
GM9268,
GM9376,
GM94,
GM949,
GM9513,
GM9524,
GM9573,
GM962,
GM9696,
GM97,
GM9705,
GM973,
GM9731,
GM9733,
GM9758,
GM9766,LPS Response
GM9767,
GM9790,
GM98,
GM9839,
GM9871,
GM9897,
GM9920,
GM9934,
GM9949,
GM996,
GM9961,
GM9962,
GM9992,
GM9998,
GM9999,
GMCL1,
GMDS,
GMEB1,
GMEB2,
GMFB,
GMFG,
GMIP,
GML,
GMNN,
GMPPA,
GMPPB,LPS Response
GMPR,
GMPR2,
GMPS,
GNA11,
GNA12,
GNA13,LPS Response
GNA14,
GNA15,
GNAI1,
GNAI2,
GNAI3,
GNAL,
GNAO1,
GNAQ,
GNAS,
GNAT1,
GNAT2,
GNAT3,
GNAZ,
GNB1,
GNB1L,
GNB2,
GNB2L1,
GNB3,
GNB4,LPS Response
GNB5,
GNE,
GNG10,
GNG11,
GNG12,
GNG13,
GNG2,
GNG3,
GNG4,
GNG5,
GNG7,
GNG8,
GNGT1,
GNGT2,
GNL1,
GNL2,
GNL3,
GNL3L,
GNMT,
GNPAT,
GNPDA1,
GNPDA2,
GNPNAT1,
GNPTAB,
GNPTG,
GNRH1,
GNRHR,
GNS,
GODZ,
GOLGA1,
GOLGA2,
GOLGA3,LPS Response
GOLGA4,
GOLGA5,
GOLGA7,
GOLGA7B,
GOLGB1,
GOLIM4,
GOLM1,
GOLPH3,
GOLPH3L,
GOLT1A,
GOLT1B,
GON4L,
GOPC,
GORAB,
GORASP1,
GORASP2,
GOSR1,
GOSR2,
GOT1,
GOT1L1,
GOT2,
GP1BA,
GP1BB,
GP2,
GP5,
GP6,
GP9,
GPA33,
GPAA1,
GPAM,
GPANK1,
GPAT2,
GPATCH1,
GPATCH2,
GPATCH3,
GPATCH4,
GPATCH8,
GPBAR1,
GPBP1,
GPBP1L1,
GPC1,
GPC2,
GPC3,
GPC4,
GPC5,
GPC6,
GPCPD1,
GPD1,
GPD1L,
GPD2,LPS Response
GPHA2,
GPHB5,
GPHN,
GPI1,
GPIHBP1,
GPKOW,
GPLD1,
GPM6A,
GPM6B,
GPN1,
GPN2,
GPN3,
GPNMB,
GPR1,
GPR101,
GPR107,
GPR108,
GPR110,
GPR111,
GPR112,
GPR113,
GPR114,
GPR115,
GPR116,
GPR119,
GPR12,
GPR120,
GPR123,
GPR124,
GPR125,
GPR126,LPS Response
GPR128,
GPR132,
GPR133,
GPR135,
GPR137,
GPR137B,
GPR137B-PS,
GPR137C,
GPR139,
GPR141,LPS Response
GPR142,
GPR143,
GPR146,
GPR149,
GPR15,
GPR150,
GPR151,
GPR152,
GPR153,
GPR155,
GPR156,
GPR157,
GPR158,
GPR160,
GPR161,
GPR162,
GPR165,
GPR17,
GPR171,
GPR172B,
GPR173,
GPR174,
GPR176,
GPR179,
GPR18,
GPR180,
GPR182,
GPR183,
GPR19,
GPR20,
GPR21,
GPR22,
GPR25,
GPR26,
GPR27,
GPR3,
GPR30,
GPR31C,LPS Response
GPR33,LPS Response
GPR34,
GPR35,
GPR37,
GPR37L1,
GPR39,
GPR4,
GPR44,
GPR45,
GPR50,
GPR52,
GPR55,
GPR56,
GPR6,
GPR61,
GPR62,
GPR63,
GPR64,
GPR65,
GPR68,
GPR75,
GPR77,
GPR81,
GPR82,
GPR83,
GPR84,LPS Response
GPR85,
GPR87,
GPR88,
GPR89,
GPR97,
GPRASP1,
GPRASP2,
GPRC2A-RS5,
GPRC5A,
GPRC5B,
GPRC5C,
GPRC5D,
GPRC6A,
GPRIN1,
GPRIN2,
GPRIN3,
GPS1,
GPS2,
GPSM1,
GPSM2,
GPSM3,
GPT,
GPT2,
GPX1,
GPX2,
GPX2-PS1,
GPX3,
GPX4,
GPX5,
GPX6,
GPX7,
GPX8,
GRAMD1A,
GRAMD1B,
GRAMD1C,
GRAMD2,
GRAMD3,
GRAMD4,
GRAP,LPS Response
GRAP2,
GRASP,
GRB10,
GRB14,
GRB2,
GRB7,
GRCC10,
GREB1,
GREM1,
GREM2,
GRHL1,
GRHL2,
GRHL3,
GRHPR,
GRIA1,
GRIA2,
GRIA3,
GRIA4,
GRID1,
GRID2,
GRID2IP,
GRIFIN,
GRIK1,
GRIK2,
GRIK3,
GRIK4,
GRIK5,
GRIN1,
GRIN2A,
GRIN2B,
GRIN2C,
GRIN2D,
GRIN3A,
GRIN3B,
GRINA,
GRINL1A,
GRIP1,
GRIP2,
GRIPAP1,
GRK1,
GRK4,
GRK5,
GRK6,
GRLF1,
GRM1,
GRM2,
GRM3,
GRM4,
GRM5,
GRM6,
GRM7,
GRM8,
GRN,
GRP,
GRPB,
GRPEL1,
GRPEL2,
GRPR,
GRRP1,
GRSF1,
GRTP1,
GRWD1,
GRXCR1,
GRXCR2,
GSBS,
GSC,
GSC2,
GSDMA,
GSDMA2,
GSDMA3,
GSDMC2,
GSDMC3,
GSDMCL1,
GSDMD,
GSE1,
GSG1,
GSG1L,
GSG2,
GSK3A,
GSK3B,
GSN,
GSPT1,
GSPT2,
GSR,
GSS,
GSTA1,
GSTA2,
GSTA3,
GSTA4,
GSTCD,
GSTK1,
GSTM1,
GSTM2,
GSTM3,
GSTM4,
GSTM5,
GSTM6,
GSTM7,
GSTO1,
GSTO2,
GSTP1,
GSTP2,
GSTT1,
GSTT2,
GSTT3,
GSTT4,
GSTZ1,
GSX1,
GSX2,
GT(ROSA)26SOR,
GTDC1,
GTF2A1,
GTF2A1L,
GTF2A2,
GTF2B,
GTF2E1,
GTF2E2,
GTF2F1,
GTF2F2,
GTF2H2,
GTF2H3,
GTF2H4,
GTF2H5,
GTF2I,
GTF2IRD1,
GTF2IRD2,
GTF3A,
GTF3C1,
GTF3C3,
GTF3C4,
GTF3C5,
GTF3C6,
GTL3,
GTPBP1,
GTPBP10,
GTPBP2,LPS Response
GTPBP3,
GTPBP4,
GTPBP5,
GTPBP6,
GTPBP8,
GTSE1,
GTSF1,
GTSF1L,
GU332589,
GUCA1A,
GUCA1B,
GUCA2A,
GUCA2B,
GUCY1A2,
GUCY1A3,
GUCY1B2,
GUCY1B3,
GUCY2C,
GUCY2D,
GUCY2E,
GUCY2F,
GUCY2G,
GUF1,
GUK1,
GULO,
GULP1,
GUSB,
GVIN1,LPS Response
GXYLT1,
GXYLT2,
GYG,
GYK,LPS Response
GYKL1,
GYLTL1B,
GYPA,
GYPC,LPS Response
GYS1,
GYS2,
GZF1,
GZMA,
GZMB,
GZMD,
GZMF,
GZMG,
GZMK,
GZMM,
GZMN,
H13,
H19,
H1F0,LPS Response
H1FNT,
H1FOO,
H1FX,
H2-AA,
H2-AB1,
H2-BL,
H2-D1,
H2-DMA,
H2-DMB1,
H2-EA-PS,
H2-EB1,
H2-EB2,
H2-GS10,
H2-K1,
H2-K2,
H2-KE2,
H2-KE6,
H2-M1,
H2-M10.1,
H2-M10.2,
H2-M10.3,
H2-M10.4,
H2-M10.5,
H2-M10.6,
H2-M11,
H2-M2,LPS Response
H2-M3,
H2-M5,
H2-M9,
H2-OA,
H2-OB,
H2-Q10,
H2-Q2,
H2-Q7,LPS Response
H2-Q8,
H2-T10,LPS Response
H2-T23,LPS Response
H2-T24,LPS Response
H2-T3,
H2-T9,
H28,
H2AFB1,
H2AFJ,
H2AFV,
H2AFX,
H2AFY,
H2AFY2,
H2AFZ,
H3F3A,
H3F3B,LPS Response
H4,
H47,
H60B,
H60C,
H6PD,
HAAO,
HABP2,
HABP4,
HACE1,
HACL1,
HADH,
HADHA,
HADHB,
HAGH,
HAGHL,
HAL,
HAMP,LPS Response
HAMP2,LPS Response
HAND1,
HAND2,
HAO1,
HAO2,
HAP1,
HAPLN1,
HAPLN2,
HAPLN3,
HAPLN4,
HARBI1,
HARS,
HARS2,
HAS1,LPS Response
HAS2,
HAS2AS,
HAS3,
HAT1,
HAUS1,
HAUS2,
HAUS3,
HAUS4,
HAUS5,
HAUS6,
HAUS7,
HAUS8,
HAUSP,
HAVCR1,
HAVCR2,
HAX1,
HBA-A2,
HBA-X,
HBB-B1,
HBB-BH1,
HBB-Y,
HBEGF,LPS Response
HBP1,
HBQ1A,
HBQ1B,
HBS1L,
HBXIP,
HC,
HCCS,
HCFC1,
HCFC1R1,
HCFC2,
HCK,LPS Response
HCLS1,
HCN2,
HCN3,
HCN4,
HCRT,
HCRTR1,
HCRTR2,
HCST,
HDAC1,
HDAC10,
HDAC11,
HDAC2,
HDAC3,
HDAC4,
HDAC5,
HDAC6,
HDAC7,
HDAC8,
HDAC9,
HDC,LPS Response
HDDC2,
HDDC3,
HDGF,
HDGFL1,
HDGFRP2,
HDGFRP3,
HDH,
HDHD1A,
HDHD2,
HDHD3,
HDLBP,
HDMCP,
HDX,
HEATR1,
HEATR2,
HEATR3,
HEATR5A,
HEATR5B,
HEATR6,
HEATR7A,
HEATR7B1,
HEATR7B2,
HEBP1,
HEBP2,
HECA,
HECTD1,
HECTD2,
HECTD3,
HECW1,
HECW2,
HEG1,
HELB,
HELLS,
HELQ,
HELT,
HELZ,
HEMGN,
HEMK1,
HEMT1,
HEPACAM,
HEPACAM2,
HEPH,
HEPHL1,
HERC1,
HERC2,
HERC3,
HERC4,
HERC6,LPS Response
HERPUD1,
HERPUD2,
HES1,
HES2,
HES3,
HES5,
HES6,
HES7,
HESX1,
HEXA,
HEXB,
HEXDC,
HEXIM1,
HEXIM2,
HEY1,
HEY2,
HEYL,
HFE,
HFE2,
HFM1,
HGD,
HGF,
HGFAC,
HGFL,
HGS,
HGSNAT,
HHAT,
HHATL,
HHEX,
HHIP,
HHIPL1,
HHIPL2,
HHLA1,
HIAT1,
HIATL1,
HIBADH,
HIBCH,
HIC1,
HIC2,
HIDE1,
HIF1A,LPS Response
HIF1AN,
HIF3A,
HIGD1B,
HIGD2A,
HILS1,
HINFP,
HINT1,
HINT2,
HINT3,
HIP1,
HIP1R,
HIPK1,
HIPK2,LPS Response
HIPK3,
HIPK4,
HIRA,
HIRIP3,
HIST1H1A,
HIST1H1B,
HIST1H1C,
HIST1H1D,
HIST1H1E,
HIST1H1T,
HIST1H2AA,
HIST1H2AB,
HIST1H2AC,
HIST1H2AE,
HIST1H2AF,
HIST1H2AG,
HIST1H2AH,
HIST1H2AI,
HIST1H2AK,
HIST1H2AN,
HIST1H2AP,
HIST1H2BA,
HIST1H2BB,
HIST1H2BC,
HIST1H2BE,
HIST1H2BF,
HIST1H2BG,
HIST1H2BH,
HIST1H2BJ,
HIST1H2BK,
HIST1H2BL,
HIST1H2BM,
HIST1H2BN,
HIST1H2BP,
HIST1H2BR,
HIST1H3A,
HIST1H3B,
HIST1H3C,
HIST1H3D,
HIST1H3E,
HIST1H3F,
HIST1H3G,
HIST1H3H,
HIST1H3I,
HIST1H4A,
HIST1H4B,
HIST1H4C,
HIST1H4D,
HIST1H4F,
HIST1H4H,
HIST1H4I,
HIST1H4J,
HIST1H4K,
HIST1H4N,
HIST2H2AA2,
HIST2H2AB,
HIST2H2AC,
HIST2H2BB,
HIST2H2BE,
HIST2H3B,
HIST2H3C1,
HIST2H4,
HIST3H2A,
HIST3H2BA,
HIST3H2BB-PS,
HIST4H4,
HIVEP1,
HIVEP2,
HIVEP3,LPS Response
HK1,
HK2,LPS Response
HK3,LPS Response
HKDC1,
HLCS,
HLF,
HLTF,
HLX,
HMBOX1,
HMBS,
HMCN1,
HMCN2,
HMG1L1,
HMG20A,
HMG20B,
HMGA1,
HMGA2,
HMGB1,
HMGB2,
HMGB3,
HMGB4,
HMGCL,
HMGCLL1,
HMGCR,
HMGCS1,
HMGCS2,
HMGN1,
HMGN2,
HMGN3,LPS Response
HMGN5,
HMGXB3,
HMGXB4,
HMHA1,
HMMR,
HMOX1,
HMOX2,
HMX1,
HMX2,
HMX3,
HN1,
HN1L,
HNF1A,
HNF1B,
HNF4A,
HNF4G,
HNMT,
HNRNPA0,
HNRNPA1,
HNRNPA2B1,
HNRNPA3,
HNRNPAB,
HNRNPC,
HNRNPD,
HNRNPF,
HNRNPH1,
HNRNPH2,
HNRNPH3,
HNRNPK,
HNRNPL,
HNRNPM,
HNRNPR,
HNRNPU,
HNRNPUL1,
HNRNPUL2,
HNRPDL,
HNRPLL,Housekeeping
HOGA1,
HOMER1,LPS Response
HOMER2,
HOMER3,
HOMEZ,
HOOK1,
HOOK2,
HOOK3,
HOPX,
HORMAD1,
HORMAD2,
HOXA1,
HOXA10,
HOXA11,
HOXA11AS,
HOXA13,
HOXA2,
HOXA3,
HOXA4,
HOXA5,
HOXA6,
HOXA7,
HOXA9,
HOXB1,
HOXB13,
HOXB2,
HOXB3,
HOXB4,
HOXB5,
HOXB6,
HOXB7,
HOXB8,
HOXB9,
HOXC10,
HOXC11,
HOXC12,
HOXC13,
HOXC4,
HOXC5,
HOXC6,
HOXC8,
HOXC9,
HOXD1,
HOXD10,
HOXD11,
HOXD12,
HOXD13,
HOXD3,
HOXD4,
HOXD8,
HOXD9,
HP,
HP1BP3,
HPCA,
HPCAL1,
HPCAL4,
HPD,
HPDL,
HPGD,
HPGDS,
HPN,
HPRT,Housekeeping
HPS1,
HPS3,
HPS4,
HPS5,
HPS6,
HPSE,
HPSE2,
HPX,
HR,
HRAS1,
HRASLS,
HRASLS5,
HRC,LPS Response
HRCT1,
HRG,
HRH1,
HRH2,
HRH3,
HRH4,
HRK,
HRNR,
HRSP12,
HS1BP3,
HS2ST1,
HS3ST1,
HS3ST2,
HS3ST3A1,
HS3ST3B1,
HS3ST5,
HS3ST6,
HS6ST1,
HS6ST2,
HS6ST3,
HSBP1,
HSBP1L1,
HSCB,
HSD11B1,
HSD11B2,
HSD17B1,
HSD17B10,
HSD17B11,
HSD17B12,
HSD17B13,
HSD17B14,
HSD17B2,
HSD17B3,
HSD17B4,
HSD17B6,
HSD17B7,
HSD3B1,
HSD3B2,
HSD3B3,
HSD3B4,
HSD3B5,
HSD3B6,
HSD3B7,
HSDL1,
HSDL2,
HSF1,
HSF2,
HSF2BP,
HSF3,
HSF4,
HSF5,
HSFY2,
HSH2D,LPS Response
HSP90AA1,
HSP90AB1,
HSP90B1,
HSPA12A,
HSPA12B,
HSPA13,
HSPA14,
HSPA1A,
HSPA1B,
HSPA1L,
HSPA2,
HSPA4,
HSPA5,
HSPA8,
HSPA9,
HSPB1,
HSPB11,
HSPB2,
HSPB3,
HSPB6,
HSPB7,
HSPB8,
HSPB9,
HSPBAP1,
HSPBP1,
HSPD1,
HSPE1,
HSPG2,
HSPH1,
HTATIP2,
HTATSF1,
HTR1A,
HTR1B,
HTR1D,
HTR1F,
HTR2A,
HTR2B,
HTR2C,
HTR3A,
HTR3B,
HTR4,
HTR5A,
HTR5B,
HTR6,
HTR7,LPS Response
HTRA1,LPS Response
HTRA2,
HTRA3,
HTRA4,LPS Response
HUNK,
HUS1,
HUS1B,
HUWE1,
HVCN1,
HYAL1,
HYAL2,
HYAL3,
HYAL4,
HYAL5,
HYAL6,
HYDIN,
HYI,
HYLS1,
HYOU1,
I830012O16RIK,LPS Response
I830077J02RIK,
IAH1,
IAPP,
IARS,
IARS2,
IBSP,
ICA1,
ICA1L,
ICAM2,
ICAM4,
ICAM5,
ICK,
ICMT,
ICOS,
ICOSL,
ICT1,
ID1,
ID2,
ID3,
ID4,
IDE,
IDH1,
IDH2,
IDH3A,
IDH3B,
IDH3G,
IDI1,
IDI2,
IDO1,
IDO2,
IDS,
IDUA,
IER2,
IER3,LPS Response
IER3IP1,
IER5,
IER5L,
IFFO1,
IFFO2,
IFI202B,
IFI203,LPS Response
IFI204,LPS Response
IFI205,LPS Response
IFI27L1,
IFI27L2A,
IFI27L2B,
IFI30,
IFI35,LPS Response
IFI44,LPS Response
IFI47,LPS Response
IFIH1,LPS Response
IFIT1,LPS Response
IFIT2,LPS Response
IFIT3,LPS Response
IFITM1,
IFITM2,
IFITM3,LPS Response
IFITM5,
IFITM6,
IFITM7,
IFLTD1,
IFNA1,
IFNA11,
IFNA12,
IFNA13,
IFNA14,
IFNA2,
IFNA4,
IFNA5,
IFNA6,
IFNA7,
IFNA9,LPS Response
IFNAB,
IFNAR1,
IFNAR2,
IFNB1,LPS Response
IFNE,
IFNG,
IFNGR1,
IFNGR2,
IFNK,
IFNZ,
IFRD1,
IFRD2,
IFRG15,LPS Response
IFT122,
IFT140,
IFT172,
IFT20,
IFT27,
IFT46,
IFT52,
IFT57,
IFT74,
IFT80,
IFT81,
IFT88,
IGBP1,
IGBP1B,
IGDCC3,
IGF1,
IGF1R,
IGF2,
IGF2AS,
IGF2BP1,
IGF2BP2,LPS Response
IGF2BP3,
IGF2R,
IGFALS,
IGFBP1,
IGFBP2,
IGFBP3,
IGFBP4,
IGFBP5,
IGFBP6,
IGFBP7,
IGFBPL1,
IGFL3,
IGFN1,
IGH,
IGHG,
IGHG1,
IGHMBP2,
IGJ,
IGK,
IGLL1,
IGLON5,
IGSF1,
IGSF10,
IGSF11,
IGSF21,
IGSF3,
IGSF5,LPS Response
IGSF6,
IGSF8,
IGSF9,
IGSF9B,
IGTP,LPS Response
IHH,
IIGP1,LPS Response
IK,
IKBIP,
IKBKAP,
IKBKB,
IKBKE,
IKBKG,
IKKB,
IKZF1,LPS Response
IKZF2,
IKZF3,
IKZF4,LPS Response
IKZF5,
IL10,LPS Response
IL10RA,LPS Response
IL10RB,
IL11,
IL11RA1,
IL12A,LPS Response
IL12B,LPS Response
IL12RB1,LPS Response
IL12RB2,LPS Response
IL13,
IL13RA1,
IL13RA2,
IL15,LPS Response
IL15RA,LPS Response
IL16,
IL17A,
IL17B,
IL17C,
IL17D,
IL17F,
IL17RA,
IL17RB,
IL17RC,
IL17RE,
IL18,LPS Response
IL18BP,LPS Response
IL18R1,
IL18RAP,
IL19,LPS Response
IL1A,LPS Response
IL1B,LPS Response
IL1F10,
IL1F5,
IL1F6,LPS Response
IL1F8,
IL1F9,
IL1R1,
IL1R2,
IL1RAP,
IL1RAPL1,
IL1RAPL2,
IL1RL1,
IL1RL2,
IL1RN,LPS Response
IL2,
IL20,
IL20RA,
IL20RB,LPS Response
IL21,
IL21R,
IL22,
IL22RA1,
IL22RA2,
IL23A,LPS Response
IL23R,LPS Response
IL24,
IL25,
IL27,LPS Response
IL27RA,
IL28A,
IL28B,
IL28RA,
